RecordID	SeverityName	MessageID	Severity	MsgDLLName	Component	MachineName	Time	SiteCode	InsString1	InsString2	InsString3	InsString4	InsString5	InsString6	InsString7	InsString8	InsString9	InsString10
72057594038364947	Informational	1105	1073741824	srvmsgs.dll	SMS_AD_SYSTEM_DISCOVERY_AGENT	CM01.asd.net	2019-09-15 04:10:47.547	PS1	2019 09 0 15 04 15 00 000	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
72057594038364942	Informational	1105	1073741824	srvmsgs.dll	SMS_AD_USER_DISCOVERY_AGENT	CM01.asd.net	2019-09-15 04:10:47.547	PS1	2019 09 0 15 04 15 00 000	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
72057594038364945	Informational	1105	1073741824	srvmsgs.dll	SMS_AD_FOREST_DISCOVERY_MANAGER	CM01.asd.net	2019-09-15 04:10:47.530	PS1	2019 09 0 15 05 00 00 000	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
72057594038364939	Informational	1105	1073741824	srvmsgs.dll	SMS_AD_SECURITY_GROUP_DISCOVERY_AGENT	CM01.asd.net	2019-09-15 04:10:47.530	PS1	2019 09 0 15 04 15 00 000	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
72057594038364957	Informational	500	1073741824	srvmsgs.dll	SMS_SITE_VSS_WRITER	CM01.asd.net	2019-09-15 04:10:47.437	PS1	SMS_SITE_VSS_WRITER	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
72057594038364950	Informational	500	1073741824	srvmsgs.dll	SMS_SITE_COMPONENT_MANAGER	CM01.asd.net	2019-09-15 04:10:47.420	PS1	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
72057594038364956	Informational	500	1073741824	srvmsgs.dll	SMS_EXECUTIVE	CM01.asd.net	2019-09-15 04:10:47.420	PS1	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
72057594038364938	Error	3303	-1073741824	srvmsgs.dll	SMS_HIERARCHY_MANAGER	CM01.asd.net	2019-09-14 05:18:21.093	PS1	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
72057594038364937	Informational	502	1073741824	srvmsgs.dll	SMS_DATABASE_NOTIFICATION_MONITOR	CM01.ASD.NET	2019-09-14 05:18:21.047	PS1	SMS_DATABASE_NOTIFICATION_MONITOR	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
72057594038364936	Informational	501	1073741824	srvmsgs.dll	SMS_MP_CONTROL_MANAGER	CM01.ASD.NET	2019-09-14 05:18:20.953	PS1	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
